Airline.Status,Age,Gender,Price.Sensitivity,Flights.Per.Year,Loyalty,Type.of.Travel,Eating.and.Drinking.at.Airport,Class,Partner.Code,Origin.State,Destination.State,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Customer.Type
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco Plus,EV,Alabama,New York,Short_Delay,Yes,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Business,WN,Louisiana,Arizona,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,151orMore,Eco,EV,Georgia,Alabama,Short_Delay,Yes,Long_Flights,Detractor
Platinum,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco Plus,OU,Pennsylvania,Illinois,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,2,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,WN,Maryland,Florida,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,EV,Vermont,New York,Short_Delay,No,Long_Flights,Passive
Gold,Old,Male,1,Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Texas,Missouri,Long_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Frq_Fly,Negative,Business travel,151orMore,Eco,OU,Nevada,Illinois,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Texas,Texas,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,FL,Pennsylvania,Georgia,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,MQ,Florida,Florida,Short_Delay,Yes,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,DL,Nebraska,Georgia,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,AS,California,Washington,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Positive,Business travel,50orLess,Business,WN,Illinois,Arizona,Long_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Business,VX,Illinois,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Utah,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,VX,Washington,California,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,EV,Alabama,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,EV,Colorado,South Dakota,Long_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,EV,Ohio,Illinois,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,B6,Texas,Massachusetts,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco Plus,OO,Michigan,Wisconsin,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Positive,Mileage tickets,50orLess,Eco,OU,Colorado,Illinois,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,EV,Utah,Colorado,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,AA,California,Florida,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Nevada,Missouri,Short_Delay,No,Short_Flights,Promoter
Silver,Old,Female,1,Frq_Fly,Positive,Business travel,50orLess,Eco,EV,Texas,Kentucky,Short_Delay,No,Short_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco,WN,Texas,New Mexico,Long_Delay,No,Short_Flights,Detractor
Gold,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,B6,Massachusetts,Virginia,Short_Delay,Yes,Long_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,EV,Georgia,Georgia,Short_Delay,No,Short_Flights,Passive
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Massachusetts,Maryland,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco Plus,EV,Florida,Illinois,Long_Delay,No,Short_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco Plus,B6,Florida,New York,Short_Delay,No,Short_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OO,California,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,US,Arizona,North Carolina,Short_Delay,No,Long_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco Plus,FL,Connecticut,Georgia,Long_Delay,No,Short_Flights,Promoter
Silver,Old,Female,2,Frq_Fly,Positive,Business travel,151orMore,Eco,DL,Georgia,Texas,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Business,DL,Maryland,Minnesota,Short_Delay,No,Short_Flights,Promoter
Platinum,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,OU,Colorado,Virginia,Long_Delay,No,Short_Flights,Detractor
Silver,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,US,Pennsylvania,Minnesota,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,Maryland,Nevada,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,California,Arizona,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,151orMore,Business,DL,Georgia,Ohio,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,MQ,Florida,North Carolina,Short_Delay,No,Short_Flights,Passive
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Texas,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,151orMore,Eco Plus,WN,Illinois,Minnesota,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Georgia,New York,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,AA,Florida,New York,Short_Delay,No,Short_Flights,Passive
Silver,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,AA,Colorado,New York,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,MQ,Arkansas,Illinois,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,OU,Texas,Arizona,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Nevada,New York,Short_Delay,No,Long_Flights,Promoter
Gold,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,California,Nevada,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OO,Colorado,Utah,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Ohio,Arizona,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,Nevada,Arizona,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Negative,Mileage tickets,50orLess,Business,DL,Alabama,Georgia,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Positive,Business travel,151orMore,Eco Plus,MQ,Virginia,New York,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Positive,Personal Travel,151orMore,Eco,B6,Texas,New York,Short_Delay,No,Short_Flights,Detractor
Gold,Old,Male,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,FL,Georgia,New York,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,OO,Montana,Utah,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,F9,Nebraska,Colorado,Short_Delay,No,Long_Flights,Passive
Platinum,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Georgia,Texas,Long_Delay,No,Short_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Texas,Nevada,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,OO,Nevada,California,Long_Delay,No,Long_Flights,Promoter
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Business,F9,Colorado,California,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Business,US,Connecticut,North Carolina,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Georgia,Texas,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,151orMore,Eco,B6,New York,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco Plus,B6,Florida,Puerto Rico,Short_Delay,No,Short_Flights,Detractor
Gold,Old,Female,2,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,OO,Utah,Idaho,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,EV,Georgia,Louisiana,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,0,Frq_Fly,Negative,Personal Travel,151orMore,Eco,DL,Wisconsin,Georgia,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,WN,Illinois,Texas,Short_Delay,No,Short_Flights,Promoter
Gold,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,B6,Puerto Rico,Florida,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,0,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OO,Indiana,Michigan,Short_Delay,Yes,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,F9,Washington,Colorado,Short_Delay,No,Short_Flights,Passive
Gold,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Georgia,Alabama,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,FL,Illinois,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,North Carolina,Connecticut,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,WN,Texas,Arizona,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,Pennsylvania,North Carolina,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Nevada,Arizona,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,151orMore,Eco,B6,Connecticut,Puerto Rico,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Business,DL,Tennessee,Nevada,Short_Delay,No,Long_Flights,Promoter
Gold,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Nevada,Arizona,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,DL,Georgia,Connecticut,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,151orMore,Eco,EV,Florida,Georgia,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Virginia,Ohio,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Male,2,Frq_Fly,Negative,Personal Travel,151orMore,Eco,OO,California,California,Long_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OO,California,California,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Male,2,Frq_Fly,Positive,Business travel,50orLess,Eco,DL,Washington,Minnesota,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,AS,Washington,Alaska,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Business,AA,Illinois,New York,Short_Delay,No,Short_Flights,Promoter
Gold,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Illinois,Florida,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,3,Frq_Fly,Negative,Business travel,50orLess,Eco,AA,Illinois,California,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,MQ,Ohio,Illinois,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,Rhode Island,Virginia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,California,Arizona,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,50orLess,Business,MQ,Ohio,Florida,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Georgia,Arkansas,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Florida,Georgia,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,AA,New York,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Florida,Michigan,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,OU,Virginia,Florida,Long_Delay,No,Short_Flights,Passive
Platinum,Old,Male,1,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,WN,Texas,Virginia,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Utah,Arizona,Long_Delay,No,Long_Flights,Detractor
Silver,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco Plus,EV,New York,Virginia,Short_Delay,Yes,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Business,WN,California,Nevada,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OO,Nevada,Utah,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Male,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,OO,Arizona,Utah,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,Texas,Texas,Short_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Frq_Fly,Positive,Personal Travel,50orLess,Eco,MQ,New York,Illinois,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Florida,Georgia,Long_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco Plus,WN,New York,Illinois,Long_Delay,No,Short_Flights,Passive
Silver,Old,Male,2,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,US,North Carolina,Louisiana,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,B6,Washington,New York,Long_Delay,No,Long_Flights,Detractor
Platinum,Old,Male,1,Frq_Fly,Negative,Personal Travel,151orMore,Business,WN,Oklahoma,Arizona,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,MQ,Illinois,New York,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,DL,Georgia,New York,Short_Delay,No,Long_Flights,Promoter
Silver,Old,Female,2,Frq_Fly,Negative,Business travel,50orLess,Business,DL,Florida,Michigan,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco Plus,AA,California,Virginia,Short_Delay,No,Long_Flights,Detractor
Gold,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OO,California,Arizona,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Business travel,151orMore,Eco,AS,Oregon,California,Short_Delay,No,Short_Flights,Detractor
Gold,Old,Male,1,Frq_Fly,Negative,Business travel,151orMore,Eco,OO,California,Oregon,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco Plus,DL,Minnesota,Montana,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Florida,New York,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,Nevada,Arizona,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,New Mexico,Texas,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,WN,Ohio,Illinois,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Mileage tickets,50orLess,Eco,EV,Texas,Colorado,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,1,Frq_Fly,Positive,Mileage tickets,50orLess,Eco,AA,New York,Florida,Long_Delay,No,Short_Flights,Detractor
Gold,Old,Male,2,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Illinois,Iowa,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Positive,Business travel,50orLess,Eco,MQ,Oklahoma,Illinois,Short_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,OO,Colorado,Colorado,Short_Delay,Yes,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,New York,Georgia,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,US,Florida,Virginia,Short_Delay,No,Short_Flights,Promoter
Silver,Old,Female,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Alabama,Georgia,Long_Delay,No,Long_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,MQ,Colorado,California,Short_Delay,No,Short_Flights,Passive
Silver,Old,Male,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,DL,Minnesota,Oregon,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Business travel,50orLess,Eco,FL,Georgia,Nevada,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco Plus,DL,Minnesota,Illinois,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Business travel,151orMore,Eco,OU,Texas,Utah,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Business,FL,Georgia,Minnesota,Short_Delay,No,Short_Flights,Passive
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,California,Arizona,Short_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Frq_Fly,Positive,Personal Travel,50orLess,Eco,WN,Illinois,Arizona,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,US,Connecticut,Virginia,Short_Delay,No,Long_Flights,Passive
Silver,Old,Male,1,Frq_Fly,Positive,Personal Travel,151orMore,Eco,DL,Illinois,Georgia,Short_Delay,No,Long_Flights,Passive
Gold,Old,Female,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,WN,Nevada,Texas,Short_Delay,No,Short_Flights,Promoter
Gold,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,US,Virginia,Massachusetts,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Mileage tickets,50orLess,Eco,AA,Massachusetts,Illinois,Short_Delay,No,Short_Flights,Detractor
Blue,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Texas,Texas,Short_Delay,No,Long_Flights,Promoter
Gold,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,AA,Illinois,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Positive,Business travel,151orMore,Eco,OO,Utah,Utah,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Eco,WN,Nevada,Louisiana,Short_Delay,No,Short_Flights,Detractor
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,DL,California,Minnesota,Short_Delay,No,Short_Flights,Promoter
Platinum,Old,Female,1,Frq_Fly,Negative,Business travel,50orLess,Eco Plus,AS,California,Washington,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Male,0,Frq_Fly,Negative,Personal Travel,50orLess,Eco,WN,Maryland,Ohio,Short_Delay,No,Long_Flights,Passive
Platinum,Old,Male,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,OO,California,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,DL,Puerto Rico,Georgia,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Tennessee,Illinois,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,DL,Missouri,Georgia,Long_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Frq_Fly,Negative,Personal Travel,151orMore,Eco,WN,Missouri,Nevada,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Non_Frq_Fly,Negative,Personal Travel,50orLess,Business,EV,Georgia,Florida,Long_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Positive,Personal Travel,50orLess,Eco Plus,OO,Wisconsin,Illinois,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Frq_Fly,Negative,Personal Travel,151orMore,Eco,MQ,Illinois,Ohio,Long_Delay,No,Long_Flights,Detractor
Silver,Old,Female,2,Frq_Fly,Negative,Personal Travel,50orLess,Eco,DL,Georgia,Indiana,Short_Delay,No,Long_Flights,Passive
Silver,Old,Male,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Florida,Texas,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,US,Virginia,New York,Long_Delay,No,Long_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,50orLess,Eco Plus,DL,California,New York,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco Plus,OO,Colorado,Colorado,Long_Delay,No,Short_Flights,Detractor
Silver,Old,Male,1,Frq_Fly,Negative,Business travel,50orLess,Business,OO,Arizona,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Frq_Fly,Positive,Mileage tickets,50orLess,Eco Plus,EV,Texas,Oklahoma,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Male,2,Frq_Fly,Negative,Business travel,151orMore,Eco,OU,Texas,Illinois,Short_Delay,No,Short_Flights,Passive
Platinum,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,Maryland,Louisiana,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,1,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Texas,Kansas,Long_Delay,No,Long_Flights,Detractor
Blue,Old,Female,1,Non_Frq_Fly,Negative,Personal Travel,151orMore,Eco,OO,Georgia,Texas,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,2,Non_Frq_Fly,Positive,Business travel,50orLess,Eco,WN,California,Arizona,Short_Delay,No,Long_Flights,Passive
Blue,Old,Male,1,Frq_Fly,Negative,Personal Travel,50orLess,Eco,OO,California,Arizona,Short_Delay,No,Long_Flights,Detractor
Silver,Old,Female,1,Non_Frq_Fly,Positive,Business travel,50orLess,Eco Plus,OU,Colorado,Utah,Long_Delay,No,Long_Flights,Promoter
Blue,Old,Male,0,Non_Frq_Fly,Negative,Business travel,151orMore,Eco,OU,Alaska,California,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Male,2,Non_Frq_Fly,Positive,Business travel,50orLess,Business,OU,Nevada,Ohio,Short_Delay,No,Short_Flights,Promoter
Blue,Old,Female,2,Non_Frq_Fly,Negative,Business travel,50orLess,Eco,US,Massachusetts,Pennsylvania,Short_Delay,No,Long_Flights,Detractor
Blue,Old,Female,2,Frq_Fly,Negative,Business travel,50orLess,Eco,OU,New York,Illinois,Short_Delay,No,Short_Flights,Passive
Blue,Old,Male,2,Frq_Fly,Negative,Business travel,50orLess,Eco,EV,Georgia,Georgia,Short_Delay,No,Long_Flights,Passive
Platinum,Old,Male,1,Non_Frq_Fly,Positive,Business travel,151orMore,Eco,MQ,Illinois,Arkansas,Short_Delay,No,Long_Flights,Promoter
Blue,Old,Female,2,Frq_Fly,Negative,Business travel,151orMore,Eco,AA,New York,Illinois,Short_Delay,Yes,Long_Flights,Passive
