Destination.City,Origin.City,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,Flights.Per.Year,Loyalty,Type.of.Travel,Total.Freq.Flyer.Accts,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Partner.Code,Partner.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Likelihood.to.recommend,olong,olat,dlong,dlat
Miami,San Francisco,Gold,33,Female,1,2005,0,1,Business travel,2,0,85,Eco,26,2/26/14,AA,Paul Smith Airlines Inc.,California,Florida,6,0,0,No,281,2585,8,-122.1585,37.6712,-80.2314,26.1756
Minneapolis,Phoenix,Silver,55,Male,1,2008,31,-0.9375,Business travel,0,60,120,Eco,8,02-08-14,WN,Cheapseats Airlines Inc.,Arizona,Minnesota,11,0,0,No,169,1276,10,-111.97,33.4941,-93.2798,44.9782
Dallas,Houston,Blue,53,Male,1,2012,9,-0.125,Business travel,0,0,90,Eco,5,03-05-14,WN,Cheapseats Airlines Inc.,Texas,Texas,12,7,0,No,41,239,9,-95.3935,29.7843,-96.972,32.8127
New York,Miami,Silver,25,Female,2,2012,25,-0.4286,Business travel,0,5,120,Eco Plus,20,3/20/14,DL,Sigma Airlines Inc.,Florida,New York,12,0,0,No,157,1089,10,-80.2314,26.1756,-73.9702,40.7184
Atlanta,Phoenix,Blue,17,Female,2,2011,21,-0.75,Personal Travel,1,0,60,Eco Plus,31,1/31/14,DL,Sigma Airlines Inc.,Arizona,Georgia,14,0,8,No,170,1587,5,-111.97,33.4941,-84.3319,33.8241
Madison,Orlando,Blue,44,Male,2,2008,23,-0.7692,Personal Travel,0,0,45,Eco,11,01-11-14,F9,GoingNorth Airlines Inc.,Florida,Wisconsin,11,4,0,No,145,1109,4,-81.4112,28.5844,-89.4299,43.0874
Tampa,Denver,Blue,59,Female,2,2005,26,-0.5294,Mileage tickets,0,0,180,Eco,5,01-05-14,OU,Oursin Airlines Inc.,Colorado,Florida,18,89,95,No,163,1506,6,-104.9551,39.7108,-82.5132,28.0062
Cincinnati,New York,Gold,42,Male,2,2004,8,-0.0667,Business travel,0,0,80,Eco,1,01-01-14,MQ,EnjoyFlying Air Services,New York,Kentucky,15,0,0,No,112,589,9,-73.9702,40.7184,-84.462,39.1855
Pittsburgh,New York,Blue,46,Female,1,2003,3,0.7692,Business travel,1,0,35,Business,25,3/25/14,MQ,EnjoyFlying Air Services,New York,Pennsylvania,14,0,0,No,68,340,9,-73.9702,40.7184,-79.951,40.457
Las Vegas,Atlanta,Blue,51,Female,2,2008,35,-0.8919,Business travel,0,30,55,Eco,19,2/19/14,WN,Cheapseats Airlines Inc.,Georgia,Nevada,14,23,27,No,269,1747,7,-84.3319,33.8241,-115.1672,36.1349
Phoenix,Los Angeles,Blue,79,Female,2,2009,13,-0.1304,Personal Travel,0,0,0,Eco,19,3/19/14,WN,Cheapseats Airlines Inc.,California,Arizona,13,23,11,No,57,370,3,-118.1043,33.9827,-111.97,33.4941
Houston,Charlotte,Silver,67,Female,2,2012,23,-0.3939,Personal Travel,0,150,45,Eco,16,3/16/14,EV,FlyFast Airways Inc.,North Carolina,Texas,7,3,0,No,148,912,8,-80.8158,35.2497,-95.3935,29.7843
Miami,Washington,Blue,34,Male,1,2004,25,-0.6667,Business travel,0,0,60,Eco,3,02-03-14,AA,Paul Smith Airlines Inc.,Virginia,Florida,6,0,0,No,131,921,7,-77.1897,38.8974,-80.2314,26.1756
Omaha,Chicago,Silver,43,Male,1,2004,20,-0.1111,Business travel,4,35,75,Eco,19,1/19/14,WN,Cheapseats Airlines Inc.,Illinois,Nebraska,17,0,0,No,70,423,10,-87.8954,41.8271,-96.0346,41.2349
Minneapolis,Chicago,Blue,43,Female,1,2005,53,-0.493,Personal Travel,1,0,40,Eco,6,02-06-14,OU,Oursin Airlines Inc.,Illinois,Minnesota,13,0,0,No,60,334,7,-87.8954,41.8271,-93.2798,44.9782
San Francisco,Los Angeles,Blue,58,Male,1,2005,18,-0.3846,Business travel,0,0,100,Eco,12,03-12-14,VX,Cool&Young Airlines Inc.,California,California,21,0,0,No,57,337,10,-118.1043,33.9827,-122.1585,37.6712
Denver,New York,Blue,76,Male,1,2009,47,-0.6786,Personal Travel,0,3,35,Eco,31,3/31/14,DL,Sigma Airlines Inc.,New York,Colorado,8,0,0,No,231,1620,4,-73.9702,40.7184,-104.9551,39.7108
Denver,Los Angeles,Blue,24,Male,1,2011,6,-0.0909,Business travel,0,0,30,Eco,27,1/27/14,OU,Oursin Airlines Inc.,California,Colorado,19,0,0,No,113,862,9,-118.1043,33.9827,-104.9551,39.7108
Charlotte,Houston,Silver,39,Male,1,2010,0,1,Business travel,0,0,125,Business,18,3/18/14,EV,FlyFast Airways Inc.,Texas,North Carolina,18,127,127,No,125,912,7,-95.3935,29.7843,-80.8158,35.2497
Phoenix,Denver,Silver,33,Female,1,2012,27,-0.35,Personal Travel,2,0,65,Eco,19,1/19/14,US,Southeast Airlines Co.,Colorado,Arizona,8,0,0,No,90,602,9,-104.9551,39.7108,-111.97,33.4941
Chicago,Tampa,Platinum,71,Male,1,2005,25,-0.7857,Personal Travel,0,0,110,Eco,22,3/22/14,AA,Paul Smith Airlines Inc.,Florida,Illinois,16,0,5,No,154,1012,5,-82.5132,28.0062,-87.8954,41.8271
Baltimore,Detroit,Blue,78,Male,2,2003,48,-0.9592,Personal Travel,0,0,0,Eco,5,02-05-14,DL,Sigma Airlines Inc.,Michigan,Maryland,7,0,37,No,63,409,3,-83.2276,42.49,-76.6478,39.2341
Medford,Denver,Platinum,73,Male,1,2010,33,-0.9412,Business travel,0,0,121,Eco,22,1/22/14,OO,Northwest Business Airlines Inc.,Colorado,Oregon,18,0,0,No,140,964,10,-104.9551,39.7108,-122.8442,42.3364
New York,Seattle,Blue,49,Male,1,2006,18,-0.3846,Business travel,2,0,260,Eco,14,2/14/14,AA,Paul Smith Airlines Inc.,Washington,New York,7,0,0,No,259,2422,8,-122.2747,47.4684,-73.9702,40.7184
Baltimore,Milwaukee,Silver,29,Female,1,2011,15,0.2683,Personal Travel,1,0,105,Eco,25,3/25/14,WN,Cheapseats Airlines Inc.,Wisconsin,Maryland,17,17,27,No,97,641,8,-88.1005,43.0557,-76.6478,39.2341
Los Angeles,San Francisco,Blue,40,Female,1,2005,5,0,Business travel,1,0,30,Eco Plus,15,1/15/14,OU,Oursin Airlines Inc.,California,California,8,0,0,No,53,337,9,-122.1585,37.6712,-118.1043,33.9827
Detroit,Atlanta,Blue,60,Female,1,2003,12,-0.6,Business travel,0,150,345,Business,5,02-05-14,FL,FlyHere Airways,Georgia,Michigan,14,32,28,No,90,594,9,-84.3319,33.8241,-83.2276,42.49
Philadelphia,Tampa,Silver,25,Female,2,2011,3,-0.2,Personal Travel,0,0,160,Eco,31,3/31/14,WN,Cheapseats Airlines Inc.,Florida,Pennsylvania,11,0,1,No,132,920,7,-82.5132,28.0062,-75.2984,39.9733
Fairbanks,Barrow,Blue,38,Female,1,2004,22,-0.5172,Business travel,3,0,60,Eco,10,01-10-14,AS,FlyToSun Airlines Inc.,Alaska,Alaska,11,0,5,No,72,503,9,-156.7644,71.2937,-147.7057,64.802
Chicago,Tampa,Blue,42,Male,2,2006,20,-0.3333,Business travel,0,45,0,Eco,4,03-04-14,OU,Oursin Airlines Inc.,Florida,Illinois,16,8,0,No,136,1012,8,-82.5132,28.0062,-87.8954,41.8271
Miami,Chicago,Silver,48,Male,2,2008,16,-0.8824,Business travel,0,45,125,Eco,22,1/22/14,AA,Paul Smith Airlines Inc.,Illinois,Florida,5,0,0,No,142,1197,10,-87.8954,41.8271,-80.2314,26.1756
Chicago,New York,Silver,36,Male,2,2003,28,0.0667,Business travel,2,0,45,Eco,1,01-01-14,B6,OnlyJets Airlines Inc.,New York,Illinois,6,10,54,No,157,740,9,-73.9702,40.7184,-87.8954,41.8271
Baltimore,Providence,Gold,68,Male,1,2008,18,-0.44,Business travel,0,120,60,Eco,28,1/28/14,WN,Cheapseats Airlines Inc.,Rhode Island,Maryland,13,1,0,No,69,327,8,-71.3974,41.7763,-76.6478,39.2341
Albuquerque,San Francisco,Blue,42,Female,1,2003,9,0.4857,Business travel,2,10,107,Eco,6,01-06-14,OO,Northwest Business Airlines Inc.,California,New Mexico,20,27,7,No,110,896,8,-122.1585,37.6712,-106.6281,35.1434
Atlanta,Chicago,Blue,28,Female,1,2006,15,0.3478,Business travel,1,0,60,Eco,4,03-04-14,DL,Sigma Airlines Inc.,Illinois,Georgia,6,0,6,No,81,591,9,-87.8954,41.8271,-84.3319,33.8241
Minneapolis,Cincinnati,Gold,38,Male,2,2003,40,-0.6327,Mileage tickets,0,37,52,Eco,30,3/30/14,OO,Northwest Business Airlines Inc.,Kentucky,Minnesota,13,2,1,No,105,596,9,-84.462,39.1855,-93.2798,44.9782
San Francisco,Lihue,Blue,75,Female,1,2008,5,-0.6667,Personal Travel,0,0,30,Eco Plus,31,3/31/14,OU,Oursin Airlines Inc.,Hawaii,California,13,8,0,No,282,2447,6,-159.3617,21.9758,-122.1585,37.6712
Phoenix,Atlanta,Silver,53,Female,1,2012,10,0.5652,Business travel,1,0,30,Eco,4,03-04-14,US,Southeast Airlines Co.,Georgia,Arizona,17,0,0,No,224,1587,10,-84.3319,33.8241,-111.97,33.4941
Denver,Oklahoma City,Blue,50,Female,2,2006,7,0.1765,Business travel,0,0,20,Eco Plus,24,3/24/14,WN,Cheapseats Airlines Inc.,Oklahoma,Colorado,19,5,0,No,79,495,9,-97.5243,35.5048,-104.9551,39.7108
Memphis,Orlando,Gold,42,Male,2,2011,17,-0.2593,Business travel,0,0,60,Eco Plus,19,3/19/14,WN,Cheapseats Airlines Inc.,Florida,Tennessee,16,0,0,No,108,684,10,-81.4112,28.5844,-89.9179,35.0951
Houston,Washington,Blue,57,Female,1,2007,2,0.6364,Business travel,0,0,65,Eco Plus,18,3/18/14,OU,Oursin Airlines Inc.,Virginia,Texas,8,0,0,No,170,1190,10,-77.1897,38.8974,-95.3935,29.7843
Hartford,Chicago,Silver,34,Male,1,2012,10,0.0476,Business travel,3,5,60,Business,25,2/25/14,MQ,EnjoyFlying Air Services,Illinois,Connecticut,7,0,0,No,99,783,10,-87.8954,41.8271,-72.6988,41.7401
St. Louis,Charlotte,Blue,36,Male,1,2007,17,0.15,Business travel,2,60,120,Eco,26,3/26/14,US,Southeast Airlines Co.,North Carolina,Missouri,14,0,0,No,97,575,9,-80.8158,35.2497,-90.3409,38.6307
Atlanta,Chicago,Blue,17,Female,1,2003,5,-0.4286,Mileage tickets,1,0,50,Eco,15,3/15/14,FL,FlyHere Airways,Illinois,Georgia,17,9,2,No,83,591,7,-87.8954,41.8271,-84.3319,33.8241
San Diego,San Francisco,Blue,85,Female,1,2012,41,-0.8636,Personal Travel,0,0,195,Business,10,01-10-14,WN,Cheapseats Airlines Inc.,California,California,17,13,10,No,66,447,3,-122.1585,37.6712,-117.1288,32.9287
Charlotte,Memphis,Silver,43,Female,1,2008,31,-0.2653,Personal Travel,2,12,85,Eco,28,2/28/14,US,Southeast Airlines Co.,Tennessee,North Carolina,7,0,10,No,79,511,8,-89.9179,35.0951,-80.8158,35.2497
Dallas,Kansas City,Silver,34,Female,1,2005,11,0.45,Business travel,3,90,165,Eco,4,01-04-14,WN,Cheapseats Airlines Inc.,Missouri,Texas,12,27,23,No,72,460,6,-94.5949,39.0398,-96.972,32.8127
Atlanta,Providence,Silver,28,Male,1,2006,6,0.25,Business travel,1,0,40,Eco,4,03-04-14,DL,Sigma Airlines Inc.,Rhode Island,Georgia,12,8,4,No,136,903,9,-71.3974,41.7763,-84.3319,33.8241
Houston,Little Rock,Blue,74,Female,1,2005,37,-0.7209,Personal Travel,0,145,54,Eco,9,03-09-14,EV,FlyFast Airways Inc.,Arkansas,Texas,11,0,24,No,79,374,3,-92.3212,34.7566,-95.3935,29.7843
Anchorage,Seattle,Gold,78,Male,1,2011,40,-0.9512,Business travel,0,90,15,Eco,8,03-08-14,AS,FlyToSun Airlines Inc.,Washington,Alaska,18,0,0,No,178,1448,6,-122.2747,47.4684,-149.8472,61.1679
Indianapolis,New York,Blue,70,Female,1,2008,8,0.0588,Personal Travel,0,0,90,Eco Plus,23,2/23/14,MQ,EnjoyFlying Air Services,New York,Indiana,14,1,0,No,121,665,8,-73.9702,40.7184,-86.1455,39.8113
Phoenix,Minneapolis,Blue,55,Female,1,2004,25,-0.4706,Business travel,0,20,75,Eco,7,03-07-14,WN,Cheapseats Airlines Inc.,Minnesota,Arizona,15,0,0,No,176,1276,9,-93.2798,44.9782,-111.97,33.4941
Atlanta,Little Rock,Gold,61,Female,1,2003,65,-0.8841,Personal Travel,1,0,180,Business,18,2/18/14,DL,Sigma Airlines Inc.,Arkansas,Georgia,11,0,0,No,62,453,6,-92.3212,34.7566,-84.3319,33.8241
Charlotte,Pittsburgh,Blue,66,Female,1,2006,49,-0.6897,Personal Travel,0,0,23,Business,19,2/19/14,US,Southeast Airlines Co.,Pennsylvania,North Carolina,17,0,0,No,58,366,7,-79.951,40.457,-80.8158,35.2497
Green Bay,Chicago,Blue,80,Female,1,2003,28,-0.4737,Business travel,0,25,65,Eco,8,01-08-14,EV,FlyFast Airways Inc.,Illinois,Wisconsin,16,13,14,No,33,173,6,-87.8954,41.8271,-88.0395,44.5072
Los Angeles,Salt Lake City,Gold,43,Female,1,2005,4,0.68,Business travel,2,15,5,Eco,13,1/13/14,WN,Cheapseats Airlines Inc.,Utah,California,11,2,0,No,83,590,8,-111.9295,40.6408,-118.1043,33.9827
Denver,Orlando,Blue,33,Female,1,2008,3,0.7,Business travel,3,0,50,Eco,12,02-12-14,OU,Oursin Airlines Inc.,Florida,Colorado,8,0,0,No,209,1546,7,-81.4112,28.5844,-104.9551,39.7108
Little Rock,Atlanta,Blue,43,Male,0,2004,0,1,Business travel,2,0,255,Eco Plus,19,3/19/14,DL,Sigma Airlines Inc.,Georgia,Arkansas,22,0,0,No,76,453,8,-84.3319,33.8241,-92.3212,34.7566
New York,Detroit,Blue,36,Male,1,2003,4,0.3846,Business travel,3,0,42,Eco,20,2/20/14,DL,Sigma Airlines Inc.,Michigan,New York,7,0,1,No,68,502,9,-83.2276,42.49,-73.9702,40.7184
Phoenix,Minneapolis,Gold,52,Female,1,2011,8,0,Business travel,1,30,130,Eco,29,1/29/14,US,Southeast Airlines Co.,Minnesota,Arizona,11,18,13,No,157,1276,10,-93.2798,44.9782,-111.97,33.4941
Chicago,Philadelphia,Blue,74,Female,1,2005,20,-0.5385,Personal Travel,0,140,30,Eco,20,2/20/14,WN,Cheapseats Airlines Inc.,Pennsylvania,Illinois,11,10,50,No,148,668,4,-75.2984,39.9733,-87.8954,41.8271
Boston,Richmond,Blue,47,Male,1,2006,14,-0.5556,Business travel,0,0,75,Eco,1,01-01-14,B6,OnlyJets Airlines Inc.,Virginia,Massachusetts,8,0,0,No,67,474,9,-77.488,37.4779,-71.1407,42.3731
Buffalo,Orlando,Blue,42,Male,1,2009,21,-0.68,Business travel,2,0,30,Business,29,3/29/14,WN,Cheapseats Airlines Inc.,Florida,New York,11,50,98,No,125,1011,9,-81.4112,28.5844,-78.8237,42.9249
San Luis Obispo,Los Angeles,Silver,64,Female,2,2003,15,-0.5789,Business travel,0,10,105,Eco,13,1/13/14,OO,Northwest Business Airlines Inc.,California,California,19,0,0,No,37,156,10,-118.1043,33.9827,-120.6655,35.2792
Boston,New York,Blue,24,Female,2,2007,12,-0.1429,Business travel,1,120,90,Eco,26,3/26/14,US,Southeast Airlines Co.,New York,Massachusetts,12,43,49,No,43,184,10,-73.9702,40.7184,-71.1407,42.3731
San Diego,Philadelphia,Blue,31,Male,1,2006,18,0.2653,Business travel,2,35,10,Business,14,1/14/14,US,Southeast Airlines Co.,Pennsylvania,California,7,1,0,No,304,2370,8,-75.2984,39.9733,-117.1288,32.9287
Chicago,Columbia,Blue,42,Male,2,2009,29,-0.5263,Business travel,0,0,90,Business,2,01-02-14,EV,FlyFast Airways Inc.,South Carolina,Illinois,6,0,22,No,124,667,9,-81.0772,34.0362,-87.8954,41.8271
Baltimore,Cleveland,Blue,47,Female,1,2003,4,-0.3333,Business travel,0,15,120,Eco,2,03-02-14,WN,Cheapseats Airlines Inc.,Ohio,Maryland,19,5,0,No,48,314,9,-81.6054,41.4436,-76.6478,39.2341
Atlanta,Denver,Blue,42,Male,1,2005,21,-0.5,Business travel,0,5,40,Eco,26,2/26/14,WN,Cheapseats Airlines Inc.,Colorado,Georgia,19,0,0,No,138,1199,9,-104.9551,39.7108,-84.3319,33.8241
Denver,Austin,Blue,55,Female,1,2007,6,-0.2,Business travel,0,0,10,Eco,28,2/28/14,WN,Cheapseats Airlines Inc.,Texas,Colorado,7,0,7,No,127,775,6,-97.7615,30.3585,-104.9551,39.7108
Fayetteville,Chicago,Blue,53,Male,1,2009,0,1,Business travel,2,0,895,Eco,8,02-08-14,MQ,EnjoyFlying Air Services,Illinois,Arkansas,17,81,130,No,78,522,8,-87.8954,41.8271,-94.1798,36.2674
Rochester,Chicago,Blue,39,Female,1,2003,4,0.2,Business travel,2,30,15,Eco,14,2/14/14,MQ,EnjoyFlying Air Services,Illinois,New York,11,32,18,No,69,528,6,-87.8954,41.8271,-77.5682,43.1376
Colorado Springs,Houston,Blue,24,Female,2,2003,45,-0.9565,Personal Travel,3,0,50,Eco,4,03-04-14,OO,Northwest Business Airlines Inc.,Texas,Colorado,15,5,0,No,116,809,2,-95.3935,29.7843,-104.7706,38.873
Key West,Tampa,Blue,71,Female,2,2008,18,-0.3333,Personal Travel,0,0,40,Eco Plus,8,01-08-14,WN,Cheapseats Airlines Inc.,Florida,Florida,12,66,93,No,50,240,3,-82.5132,28.0062,-81.7515,24.5696
Denver,New York,Gold,39,Female,1,2008,12,0.0769,Business travel,2,5,65,Business,1,02-01-14,DL,Sigma Airlines Inc.,New York,Colorado,12,0,20,No,266,1620,9,-73.9702,40.7184,-104.9551,39.7108
Baltimore,Detroit,Blue,39,Male,1,2007,7,0.6216,Business travel,2,0,30,Business,9,03-09-14,WN,Cheapseats Airlines Inc.,Michigan,Maryland,16,21,5,No,62,409,9,-83.2276,42.49,-76.6478,39.2341
Baltimore,Phoenix,Blue,53,Male,1,2003,16,-0.28,Business travel,1,0,110,Eco,14,1/14/14,WN,Cheapseats Airlines Inc.,Arizona,Maryland,15,11,0,No,230,1999,10,-111.97,33.4941,-76.6478,39.2341
Atlanta,Charleston,Platinum,36,Female,1,2006,11,0.5319,Business travel,1,45,75,Eco Plus,4,01-04-14,DL,Sigma Airlines Inc.,South Carolina,Georgia,8,0,0,No,49,259,10,-80.0155,32.9023,-84.3319,33.8241
Denver,Chicago,Silver,41,Male,1,2009,36,-0.2857,Business travel,2,0,150,Eco,2,03-02-14,WN,Cheapseats Airlines Inc.,Illinois,Colorado,13,26,37,No,148,895,10,-87.8954,41.8271,-104.9551,39.7108
Orlando,Indianapolis,Gold,30,Female,2,2005,28,-0.6471,Business travel,1,25,210,Eco,21,1/21/14,FL,FlyHere Airways,Indiana,Florida,9,4,4,No,111,829,8,-86.1455,39.8113,-81.4112,28.5844
Seattle,Los Angeles,Blue,16,Male,1,2010,28,-0.5135,Personal Travel,2,11,25,Eco,1,01-01-14,OO,Northwest Business Airlines Inc.,California,Washington,22,6,0,No,139,954,3,-118.1043,33.9827,-122.2747,47.4684
Chicago,Cincinnati,Silver,27,Female,2,2007,23,-0.2778,Personal Travel,1,30,50,Eco,20,2/20/14,MQ,EnjoyFlying Air Services,Kentucky,Illinois,6,0,0,No,57,265,9,-84.462,39.1855,-87.8954,41.8271
Tampa,New York,Blue,77,Female,2,2009,42,-0.7872,Personal Travel,0,0,60,Business,20,1/20/14,DL,Sigma Airlines Inc.,New York,Florida,19,0,0,No,146,1010,8,-73.9702,40.7184,-82.5132,28.0062
Phoenix,El Paso,Blue,38,Female,1,2006,1,0.9,Business travel,2,5,20,Eco,31,1/31/14,OO,Northwest Business Airlines Inc.,Texas,Arizona,8,0,0,No,62,347,7,-106.389,31.7802,-111.97,33.4941
Los Angeles,San Francisco,Blue,27,Male,1,2009,3,0.4,Business travel,2,5,62,Eco,23,3/23/14,AA,Paul Smith Airlines Inc.,California,California,12,1,5,No,59,337,9,-122.1585,37.6712,-118.1043,33.9827
Portland,Las Vegas,Blue,22,Male,1,2004,0,1,Business travel,1,0,30,Eco,13,3/13/14,AS,FlyToSun Airlines Inc.,Nevada,Oregon,15,0,0,No,112,763,9,-115.1672,36.1349,-122.6511,45.5204
San Francisco,Austin,Silver,39,Female,1,2005,15,0.5588,Personal Travel,2,30,30,Eco,1,01-01-14,VX,Cool&Young Airlines Inc.,Texas,California,17,0,0,No,206,1504,4,-97.7615,30.3585,-122.1585,37.6712
Phoenix,San Diego,Blue,45,Male,2,2003,10,-0.1111,Business travel,0,0,140,Eco,6,02-06-14,WN,Cheapseats Airlines Inc.,California,Arizona,10,14,0,No,43,304,4,-117.1288,32.9287,-111.97,33.4941
Atlanta,Hartford,Silver,39,Female,1,2006,2,0.7647,Business travel,2,0,120,Eco Plus,14,3/14/14,FL,FlyHere Airways,Connecticut,Georgia,17,0,6,No,133,859,10,-72.6988,41.7401,-84.3319,33.8241
Reno,San Diego,Silver,31,Female,1,2003,14,-0.4,Business travel,0,93,20,Eco,24,3/24/14,WN,Cheapseats Airlines Inc.,California,Nevada,18,0,0,No,69,488,9,-117.1288,32.9287,-119.7959,39.5326
Chicago,Tampa,Gold,28,Male,2,2011,2,0.6,Personal Travel,0,0,45,Eco,7,03-07-14,WN,Cheapseats Airlines Inc.,Florida,Illinois,17,21,16,No,138,997,9,-82.5132,28.0062,-87.8954,41.8271
Seattle,Washington,Silver,55,Female,2,2010,25,-0.3158,Personal Travel,3,0,58,Eco,6,01-06-14,OU,Oursin Airlines Inc.,Virginia,Washington,14,0,0,No,325,2306,7,-77.1897,38.8974,-122.2747,47.4684
Hartford,Baltimore,Blue,39,Female,1,2003,9,0.25,Business travel,3,233,64,Business,22,2/22/14,WN,Cheapseats Airlines Inc.,Maryland,Connecticut,20,55,40,No,45,283,7,-76.6478,39.2341,-72.6988,41.7401
Phoenix,Salt Lake City,Silver,37,Female,1,2010,3,0.8235,Personal Travel,3,45,50,Eco,5,03-05-14,US,Southeast Airlines Co.,Utah,Arizona,20,66,50,No,69,507,7,-111.9295,40.6408,-111.97,33.4941
San Francisco,Colorado Springs,Blue,45,Female,1,2009,0,1,Business travel,0,0,90,Eco,5,02-05-14,OO,Northwest Business Airlines Inc.,Colorado,California,8,0,26,No,150,964,10,-104.7706,38.873,-122.1585,37.6712
Columbus,St. Louis,Blue,52,Female,0,2010,23,-0.7692,Business travel,0,0,15,Eco,29,3/29/14,WN,Cheapseats Airlines Inc.,Missouri,Ohio,14,16,14,No,60,409,8,-90.3409,38.6307,-82.9685,40.0212
Phoenix,St. Louis,Blue,53,Female,1,2009,17,-0.36,Business travel,0,60,80,Eco,25,3/25/14,WN,Cheapseats Airlines Inc.,Missouri,Arizona,12,39,35,No,184,1262,10,-90.3409,38.6307,-111.97,33.4941
Chicago,Buffalo,Silver,40,Male,0,2012,0,1,Business travel,0,0,60,Eco,30,3/30/14,WN,Cheapseats Airlines Inc.,New York,Illinois,7,0,0,No,75,468,7,-78.8237,42.9249,-87.8954,41.8271
Trenton,Atlanta,Blue,24,Female,2,2007,44,-0.76,Personal Travel,1,0,0,Eco,24,1/24/14,F9,GoingNorth Airlines Inc.,Georgia,New Jersey,10,23,29,No,96,701,3,-84.3319,33.8241,-74.7182,40.2285
Minneapolis,Fargo,Silver,63,Female,1,2005,29,-0.7059,Personal Travel,0,0,15,Eco,8,03-08-14,DL,Sigma Airlines Inc.,North Dakota,Minnesota,7,5,4,No,43,223,8,-96.8207,46.8625,-93.2798,44.9782
Detroit,Seattle,Blue,24,Female,2,2004,25,-0.7857,Business travel,0,22,35,Eco,25,3/25/14,DL,Sigma Airlines Inc.,Washington,Michigan,11,55,36,No,214,1927,7,-122.2747,47.4684,-83.2276,42.49
Charlotte,Miami,Blue,76,Female,2,2010,24,-0.4118,Personal Travel,0,0,100,Eco,3,03-03-14,US,Southeast Airlines Co.,Florida,North Carolina,13,0,0,No,94,650,8,-80.2314,26.1756,-80.8158,35.2497
Orlando,Atlanta,Blue,32,Female,1,2003,0,1,Business travel,4,60,110,Eco Plus,14,2/14/14,DL,Sigma Airlines Inc.,Georgia,Florida,14,0,0,No,61,404,8,-84.3319,33.8241,-81.4112,28.5844
Atlanta,Detroit,Silver,52,Male,1,2004,48,-0.6552,Personal Travel,0,0,68,Eco,31,3/31/14,FL,FlyHere Airways,Michigan,Georgia,11,24,10,No,78,594,7,-83.2276,42.49,-84.3319,33.8241
Milwaukee,Detroit,Blue,36,Female,1,2012,12,0.4783,Personal Travel,8,0,180,Eco,19,3/19/14,DL,Sigma Airlines Inc.,Michigan,Wisconsin,15,0,0,No,48,237,7,-83.2276,42.49,-88.1005,43.0557
Denver,Los Angeles,Blue,26,Male,1,2010,17,-0.36,Mileage tickets,0,0,60,Eco,3,01-03-14,WN,Cheapseats Airlines Inc.,California,Colorado,12,31,20,No,110,862,7,-118.1043,33.9827,-104.9551,39.7108
Baltimore,Albany,Blue,65,Female,1,2012,22,-0.0476,Personal Travel,1,0,65,Eco,28,1/28/14,WN,Cheapseats Airlines Inc.,New York,Maryland,17,3,5,No,71,289,4,-73.7994,42.7439,-76.6478,39.2341
Fayetteville,Atlanta,Blue,17,Male,1,2005,13,-0.5294,Personal Travel,2,0,50,Eco,28,3/28/14,EV,FlyFast Airways Inc.,Georgia,Arkansas,13,0,0,No,98,589,5,-84.3319,33.8241,-94.1798,36.2674
Salt Lake City,Tucson,Silver,37,Male,1,2004,29,-0.4146,Business travel,2,0,90,Eco,6,02-06-14,OO,Northwest Business Airlines Inc.,Arizona,Utah,12,0,0,No,84,601,10,-110.9461,32.2549,-111.9295,40.6408
Charlotte,Tampa,Silver,39,Female,0,2009,0,1,Business travel,3,0,125,Eco,7,03-07-14,US,Southeast Airlines Co.,Florida,North Carolina,19,4,9,No,82,507,7,-82.5132,28.0062,-80.8158,35.2497
Phoenix,Orlando,Blue,50,Male,2,2009,11,-0.1,Business travel,1,0,30,Eco,9,02-09-14,WN,Cheapseats Airlines Inc.,Florida,Arizona,16,0,0,No,261,1849,8,-81.4112,28.5844,-111.97,33.4941
Portland,Denver,Silver,30,Male,1,2008,1,0.6,Business travel,2,0,35,Eco,30,1/30/14,WN,Cheapseats Airlines Inc.,Colorado,Oregon,19,46,51,No,140,991,7,-104.9551,39.7108,-122.6511,45.5204
Cincinnati,Orlando,Blue,35,Female,1,2007,21,-0.1053,Business travel,5,54,60,Eco,19,3/19/14,DL,Sigma Airlines Inc.,Florida,Kentucky,12,8,11,No,114,757,2,-81.4112,28.5844,-84.462,39.1855
San Jose,Los Angeles,Blue,18,Male,1,2005,10,-0.25,Personal Travel,1,0,25,Eco,28,1/28/14,WN,Cheapseats Airlines Inc.,California,California,7,0,0,No,55,308,3,-118.1043,33.9827,-121.9451,37.3298
Los Angeles,Santa Maria,Blue,45,Male,1,2004,0,1,Business travel,0,0,0,Eco,1,02-01-14,OO,Northwest Business Airlines Inc.,California,California,14,7,0,No,35,134,6,-120.4389,34.9118,-118.1043,33.9827
Atlanta,Milwaukee,Silver,31,Male,1,2012,36,-0.6,Business travel,0,0,35,Eco,10,03-10-14,DL,Sigma Airlines Inc.,Wisconsin,Georgia,7,0,0,No,91,669,9,-88.1005,43.0557,-84.3319,33.8241
